architecture,name,description,category,link,tipo_arquitectura,services
uNAmsoLed1E,Bajaj Housing Finance Limited: Serverless Data Pipelines with AWS Glue and Amazon Aurora PGSQL,"Mortgages company. Extract transform and serve layers. KMS and S3 server side encryption to protect sensitive data. Processed data is stored to S3 and Aurora Postgres. Aurora postgres acts as datamart and s3 as datalake. Glue as it is serverless and fully managed. Aurora Postgres chosen keeping its cost and performance in mind/ Future plans of doing predictive analytics using sage maker. Also plans of using quicksight (once available in Mumbai, India) as Tableau is costly, and step functions to automate the workflow (currently Lambda is used).",data_ingestion,https://www.youtube.com/watch?v=uNAmsoLed1E,,"['Lambda', 'Glue', 'S3', 'RDS', 'KMS', 'Aurora', 'UserCompanyDataStream', 'EC2', 'DMS']"
uda9s3U7vFw,Tooso: How to Build a Serverless Pipeline for Data Ingestion and PreProcessing Italian,"Tooso AI: develop semantic technology based on a proprietary knowledge graph. Application in digital comerce, can identify product specifications for customer
    This system: pipeline for data analytics acquisition (which customers integrate into their apps), and train search engine to optimize results
    Communication with CloudFront is for downloading java snippet (?) for event tracking
    Event log and Lambda responses are sent to Firehose
    Benefit: by using serverless, the system can handle different loads without intervention
    Future: acquire data through Cloudfront instead of API gateway and Lambda",data_ingestion,https://www.youtube.com/watch?v=uda9s3U7vFw,Edge,"['Lambda', 'S3', 'Firehose', 'Route53', 'CloudFront', 'UserConsumerMobile', 'SNS', 'ApiGateway']"
0JxJpNjI9Y0,The Washington Post: Building a Content Management Platform with Speed at its Core,"rendering and content management system. caching very important. first CDN, then origin proxy, then S3. if not in S3, then dynamic rendering uysing lambda. second ECS to gain access to content.CMS manages stories, images, sports APIs etc.what to store in s3 vs elasticache? prerendering in s3. mostly decision by developers.dynamodb: for newsroom users -> pagebuilder admin. web template in dynamodb. also, deployment using lambda uses dynamodb.gives high availability. multiple use cases of lambda.",interactive,https://www.youtube.com/watch?v=0JxJpNjI9Y0,,"['Lambda', 'ThirdParty', 'S3', 'UserConsumerAPI', 'ECS', 'ElastiCache', 'DynamoDB']"
5QbKp0LQaZo,GumGum Verity: Low Latency Contextual Analysis and Data Privacy at Scale on AWS Outposts,1TB of data in ElastiCache to process requests in less latency,compute_intensive,https://www.youtube.com/watch?v=5QbKp0LQaZo,Edge,"['ECS', 'ALB', 'EKS', 'Outpost', 'UserConsumerWeb', 'ElastiCache', 'ApiGateway', 'DynamoDB']"
ZsabzCVjkIk,Mikamai: Standard Architectures for Modern Web Applications Italian,"Boilplate that follows a series of CloudFormation templates dedicated to creation of an applicative stack suitable for most web apps.
    ECS talks to RDS, ElastiCache, and ElasticSearch.
    CloudFront serves static content from S3.
    CodePipeline for CI/CD. Image is pushed to ECR and then deployed to ECS.",control,https://www.youtube.com/watch?v=ZsabzCVjkIk,Edge,"['CloudFormation', 'CodePipeline', 'S3', 'ECS', 'ALB', 'CloudFront', 'ECR', 'OpenSearch', 'ElastiCache', 'RDS']"
kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,,"data_ingestion,interactive",https://www.youtube.com/watch?v=kszaIJEnKPk,Edge,"['Lambda', 'Kinesis', 'S3', 'UserConsumerEdge', 'AppSync', 'LambdaAtEdge', 'CloudFront', 'UserConsumerMobile', 'SNS', 'DynamoDB']"
_iHahE9-0e8,This is My Architecture: Analytics Customer Spotlight,summary video,control,https://www.youtube.com/watch?v=_iHahE9-0e8,,"['Kinesis', 'UserConsumerAPI']"
BgT_bDAejSQ,GoDaddy: Empowering Agility with ZeroTrust Environment Best Practices,"security is really imp for customers. eks rotation. rebuilt every 24 hours to apply patches etc. most of this architecture is for 
    vulnerability scanning.",control,https://www.youtube.com/watch?v=BgT_bDAejSQ,,['EKS']
hrhBOOrR5v0,PureWeb: Building a Global 3D Streaming Platform For Limitless Experiences,,interactive,https://www.youtube.com/watch?v=hrhBOOrR5v0,,"['Lambda', 'S3', 'Fargate', 'UserConsumerWeb', 'EC2', 'ElastiCache', 'ApiGateway']"
PBa68gCG0Uk,Launchmetrics: How Launchmetrics Produces Fashion Luxury and Beauty Data Insights for 1B Users,"Processing 8M posts, 70M comments, and other data about fashion products and get insights out.
    EC2 Spot Instances why? Mostly to cut costs since EC2 costs are about 75% of the total cost.
    Kinesis and SQS allow resumption of operation if something (on the EC2s) terminates in between.
    Plan to move EC2 instances to containers using ECS.",data_ingestion,https://www.youtube.com/watch?v=PBa68gCG0Uk,,"['ThirdParty', 'Kinesis', 'SQS', 'Aurora', 'EC2', 'OpenSearch']"
vr00Jg_G6qs,Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,"More than 55 deployments globally
    Digital Front Door: user looking for health info, book appointments, etc.
    Kendra is NLP-based rather than keyword-based search
    Uses built in kendra crawlers and custom crawlers (using Lambda)",data_ingestion,https://www.youtube.com/watch?v=vr00Jg_G6qs,,"['Lambda', 'UserCompanyInternalPlatform', 'S3', 'DynamoDB', 'UserConsumerHospital', 'UserConsumerWeb', 'ApiGateway', 'Kendra']"
D_4dsXVqzMs,Met Office: Building an Entirely Serverless National Severe Weather Warning System on AWS,"UK's weather and climate service. Severe weather warning system. Way of alerting general public and first responders.
    Orchestration done by StepFunctions (powered by Lambdas).
    CloudWatch led polling mechanism to find warnings and send notifications.
    Warnings by nature mean that the system is not doing anything for most of the time and may be suddenly very busy.
    Cost therefore is considerably reduced by moving the system to AWS. Because they are not continuously burning money running the full scale system on-premise.
    Less than 5% cost now after their migration.",control,https://www.youtube.com/watch?v=D_4dsXVqzMs,,"['ThirdParty', 'CloudWatch', 'S3', 'ApiGateway', 'StepFunctions']"
rRvy5Fbei1s,Dentsu Tracking: Using Serverless to Power an EU Government Supply-Chain Control System,"usecase: tobacco tracking in EU: 150 billion packs stored for 5 years.. 6000 calls per second.. 200k records -> need to be validated by single lambda. heavy parellelism. It is interesting that the data seems to be stored both S3 and DynamoDB; it also uses a hybrid of EC2 and Lambda. using EC2 in the middle because they test and find this step requires massive computing, and EC2 is more cost-efficient",data_ingestion,https://www.youtube.com/watch?v=rRvy5Fbei1s,,"['Lambda', 'RedShift', 'S3', 'UserConsumerAPI', 'QuickSight', 'SQS', 'DataPipeline', 'EC2', 'ApiGateway', 'DynamoDB']"
hbz63Ve-eIY,Wix: Serverless Platform for End-to-End Browser Testing using Chromium on AWS Lambda,serves 5% of the worlds total websites. 700 million unique users per month. unique deployments - 4000. need scalable testing. can use ci/cd or laptop as starting point. MAX IS 700 test lambdas concurrently. 2M executions/week. use pptr and chromium. monitor using cloudwatch. Runs BROWSER on Lambdas!,control,https://www.youtube.com/watch?v=hbz63Ve-eIY,,"['Lambda', 'CloudWatch', 'Cognito', 'S3', 'UserCompanyDeveloper', 'DynamoDB']"
JSBB-BCvavQ,Talabat: Applying the Right Strategies for a Successful Migration,"Aurora as it provides infinite scalability. 5000 orders per day. This is about migration from onpremises to cloud, nothing about the request flow. Future plan to move apps from BeanStalk to EKS",other,https://www.youtube.com/watch?v=JSBB-BCvavQ,,"['Lambda', 'EKS', 'Aurora', 'BeanStalk', 'EC2']"
62E9ggjGS8I,DISH Network: Building a Self-Service Portal to Create Multiple Accounts at Scale,Connectivity company. 5G open radio access network. 100s of accounts at scale. Several 100 of vended accounts rolled out in 6 months. This video describes automated workflow to create accounts.,other,https://www.youtube.com/watch?v=62E9ggjGS8I,,"['ServiceCatalog', 'ThirdParty', 'VPC', 'ControlTower', 'TransitGateway', 'UserCompanyDeveloper']"
D9qTotVJYss,HBO Max: Using Canaries for Outside-in Validation,"Account management for customer care agents, fraud mitigation toolsDeployment in multiple regions",data_ingestion,https://www.youtube.com/watch?v=D9qTotVJYss,,"['Lambda', 'CloudWatch', 'Amplify', 'UserCompanyAgent', 'S3', 'AppSync']"
5f3z1Z_9BJA,Capgemini: Refactoring a Data Warehouse to Amazon Redshift,"Life science project, migration from IBM services to AWS redshift.
    Use AWS snowball to transfer data to datacenter for the initial loading; later ingestion use Storage Gateway.
    Use ELT instead of ETL.
    Require HIPAA compliance and encrypt data at rest.",data_ingestion,https://www.youtube.com/watch?v=5f3z1Z_9BJA,Edge,"['RedShift', 'StorageGateway', 'S3', 'UserCompanyDataStream', 'DirectConnect', 'EC2', 'RDS']"
Dp3YAxFp-YM,Alef Education: Building an Adaptive Learning System for K12 Students using AWS,"e-learning platform
    120k students learning through platform","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=Dp3YAxFp-YM,,"['RedShift', 'CloudWatch', 'S3', 'ELB', 'EKS', 'ECR', 'UserConsumerWeb', 'SageMaker']"
YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),service for tourism industry. 230k hotels and apts over the world. 200 countries! 40 million searches everyday. 20 million events in firehose. they split based on datatypes.consumers R&D use elasticsearch. quicksight as well used. athena too. athena used by devs to create new data types/events.,data_ingestion,https://www.youtube.com/watch?v=YiOTd6IfGoU,,"['Lambda', 'ThirdParty', 'RedShift', 'CloudWatch', 'S3', 'QuickSight', 'Firehose', 'Athena', 'UserCompanyDataStream', 'OpenSearch', 'StepFunctions']"
Qi9soN5bpU4,ITTStar: AIpowered Search and Discovery of Luxury Goods for Retailers and Wholesalers,"use amplify for web and mobile applications. cognito for authentication. how is rekognition trained? 100k images used. 
    extract text from images and correlate. geolocation of text was used, and then correlation w image. what the text means etc.
    looking at comprehend in the future. JSON format is used.",interactive,https://www.youtube.com/watch?v=Qi9soN5bpU4,,"['Lambda', 'S3', 'Cognito', 'Amplify', 'Textract', 'Rekognition', 'ApiGateway', 'DynamoDB']"
l0mvXogANE4,Smadex: Serving Billions of Ads with Amazon ElastiCache for Redis (Spanish),1 million requests per second. Spot instances for cost optimization. 3 geographical zones. 600 instances running. 1 hour of events in redis.partitioned per minute.,"data_ingestion,interactive",https://www.youtube.com/watch?v=l0mvXogANE4,,"['Lambda', 'S3', 'SQS', 'Athena', 'UserConsumerWeb', 'EC2', 'ElastiCache']"
G5tNCpmD2uQ,Voodoo: Perform Recommendations Using Machine Learning (French),leading game company. challenges? monetize users and acquire them. maximize the chances that users install their apps. S3 is like their data lake. they dont need devops for this. data engineers focus on optimization.,interactive,https://www.youtube.com/watch?v=G5tNCpmD2uQ,,"['EMR', 'S3', 'ECS', 'ALB', 'UserConsumerMobile', 'EC2', 'SageMaker', 'DynamoDB']"
1ZLiRT0C2Yo,T-Mobile: Standardized Container-Based Architecture That can be Automatically Deployed Anywhere,"40 kubernetes clusters. gitops model is used. 30k containers for 100s of applications. Automating infra deployment. Clusters span through 3 AZs. Deliver Loal zone within a week. To service customers which are not closer to any regions, Local zones are used to reduce latency. 5ms latency when accessed through local zones compared to 15 ms when accessed via AZs. Video does not talk about the flow between components, it is more of how they have eased the deployment for developers and maintain consistent deployments across regions.",control,https://www.youtube.com/watch?v=1ZLiRT0C2Yo,,"['CloudWatch', 'S3', 'TransitGateway', 'ELB', 'EC2', 'RDS']"
6sY0AunanlM,"NGINX: Deploy and Scale Applications with Ease Using AWS EKS, ECS and the NGINX Ingress Controller","This talks in-general about the use of ingres controller, how it helps in routing requests to multiple services using Infra as code.It does not talk about its own infra or how it handles.",control,https://www.youtube.com/watch?v=6sY0AunanlM,,"['UserConsumerWeb', 'EKS', 'ELB', 'ECR']"
H_S7CxtHgSM,Raiffeisen Bank International: Automated Integration of OnPremises Key Management with AWS KMS,"System: on-premise key management
    The KMS combines the data key and master key to encrypt storage services
    During a key rotation / revoke, the product DevOps can delete a registered master key, which will then remove the key stored in KMS, which thus removes access to files",other,https://www.youtube.com/watch?v=H_S7CxtHgSM,,"['Lambda', 'ThirdParty', 'S3', 'UserCompanyAgent', 'EBS', 'KMS', 'SNS', 'StepFunctions']"
WZ4YL4Z177Q,Delhivery: Building a Supply Chain Technology Platform for Speed  Network Optimization,"100M events.
    Supply chain technology company's platform for a variety of tasks.
    It seems most of their architecture is geared towards capturing events originating from their app and storing/distributing them.
    They also provide ApiGateway access to their database.","data_ingestion,interactive",https://www.youtube.com/watch?v=WZ4YL4Z177Q,,"['Lambda', 'Kinesis', 'S3', 'UserConsumerAPI', 'ECS', 'UserConsumerWebMobile', 'EC2', 'OpenSearch', 'SNS', 'ApiGateway', 'RDS']"
